gene	symbol	category	lipo_annote	rpos_annote_caimano	rpos_annote_grassmann	rrp1_annote	rel_recov_annote	rel_starve_annote	rel_station_annote	unreg	baseMean	log2fc_12	padj_12	log2fc_13	padj_13	log2fc_1e	padj_1e	log2fc_23	padj_23	log2fc_3e	padj_3e
BB_0219	BB_0219	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6824.178536	0.397512242	0.000813724	0.119616739	0.399120959	-0.164927356	0.191773084	-0.257018377	0.032988969	-0.264586177	0.022644561
BB_0514	pheT	TL	NA	NA	NA	NA	NA	down	NA	FALSE	2833.161594	-0.357192246	0.000891342	-0.391461588	0.000232531	-1.011076596	2.01E-23	-0.019640791	0.879754713	-0.58780782	1.95E-08
BB_0183	BB_0183	CM	NA	NA	NA	NA	up	up	up	FALSE	785.4274164	0.399939345	0.000910769	0.142812272	0.301156291	0.226262007	0.07520576	-0.216257592	0.060349157	0.064614309	0.659162877
BB_J28	BB_J28	U	NA	NA	up-nymphs-DMCs	NA	NA	NA	up	FALSE	145.1970222	0.904119713	0.000917495	0.850712028	0.001578172	0.943033846	0.000398972	-0.014567572	0.893893347	0.025941941	0.90877853
BB_0612	clpX	PD	NA	NA	NA	NA	down	down	down	FALSE	7375.370318	-0.273850211	0.001018173	-0.448832554	4.10E-08	-0.990130827	3.68E-37	-0.137529909	0.104236586	-0.537232234	8.05E-11
BB_0768	BB_0768	MT	NA	NA	NA	NA	NA	NA	NA	TRUE	963.2986108	-0.441341536	0.001116298	-0.138024904	0.358191375	-0.465420911	0.000533424	0.256126507	0.049921361	-0.278330506	0.037438393
BB_0563	BB_0563	NA	NA	up	up-nymphs-DMCs	NA	NA	NA	NA	FALSE	1579.559513	0.38901792	0.001149478	0.293140801	0.016724658	0.704490168	1.12E-09	-0.068926049	0.525785536	0.361336808	0.001978987
BB_0687	BB_0687	MT	NA	NA	NA	NA	down	down	down	FALSE	3000.147939	-0.248113115	0.001182624	-0.393784313	1.25E-07	-0.536604647	7.93E-14	-0.120942641	0.134825309	-0.129448933	0.114429865
BB_0173	BB_0173	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1412.122365	-0.347249347	0.001226218	-0.305131059	0.005166802	-0.758995813	2.80E-13	0.037295329	0.755797681	-0.416939751	9.69E-05
BB_B27	BB_B27	NA	P	NA	NA	up	NA	NA	NA	FALSE	156.4159198	0.778424523	0.001347544	0.909276355	0.000210422	0.767331343	0.001392958	0.028104691	0.806450603	-0.091439173	0.647900484
BB_A46	BB_A46	U	NA	NA	down-DMCs	NA	down	down	down	FALSE	376.3652234	-0.558230446	0.001397788	-0.529844831	0.002471497	-0.605217788	0.000514212	0.017822346	0.889112656	-0.033134808	0.86698089
BB_0288	fliI	NA	NA	NA	NA	down	NA	NA	NA	FALSE	4050.205831	-0.272372898	0.001502622	-0.315524597	0.000186865	-0.608115631	2.91E-14	-0.029400851	0.788817962	-0.270967499	0.001249524
BB_0014	priA	RR	NA	NA	NA	NA	NA	NA	up	FALSE	1058.531347	-0.373270921	0.001557252	0.126468556	0.348152699	-0.418325524	0.000344754	0.512123662	5.33E-05	-0.538674307	4.20E-06
BB_0610	tig	TL	NA	NA	NA	NA	down	NA	down	FALSE	6071.761184	-0.243218813	0.001658035	-0.297091179	8.89E-05	-0.647236155	1.39E-19	-0.042080894	0.667038572	-0.333212386	8.26E-06
BB_K47	BB_K47	NA	S	NA	NA	NA	NA	NA	NA	TRUE	1630.000807	0.365419241	0.001730562	0.817515939	6.14E-13	1.356868118	6.22E-35	0.390211756	0.001458738	0.499889308	8.94E-06
BB_0306	mraW	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	749.0171973	-0.361494746	0.001852993	-0.283981426	0.017741807	-0.632214423	2.51E-08	0.059678183	0.591443677	-0.306843556	0.009366884
BB_0116	BB_0116	NA	NA	NA	up-DMCs	down	NA	NA	NA	FALSE	1610.217975	0.29873824	0.00193514	0.350838297	0.000237184	0.414344935	6.40E-06	0.031944525	0.775508166	0.051746303	0.675441531
BB_K07	BB_K07	CE	S	up	up-nymphs-DMCs	NA	up	up	up	FALSE	218.2797994	0.830072194	0.001951455	1.310064902	1.98E-06	1.906363648	1.11E-12	0.131200455	0.242775275	0.377068025	0.078820389
BB_0152	nagB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1092.672663	0.341289968	0.002010279	0.187638712	0.113094744	0.140862476	0.244463646	-0.125993373	0.234739331	-0.051125908	0.714699571
BB_0019	BB_0019	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	943.8648105	0.410228933	0.002072796	0.438691641	0.001051127	0.817953828	2.02E-10	0.008392755	0.94428019	0.321763516	0.013609461
BB_0783	BB_0783	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	872.2109608	-0.371799238	0.002072796	-0.236614015	0.063636531	-0.635868461	7.26E-08	0.104047922	0.357207005	-0.355924608	0.003248948
BB_0565	BB_0565	NA	NA	up	up-nymphs-DMCs	NA	NA	NA	NA	FALSE	1550.321471	0.437630633	0.00222958	0.555806102	0.000103834	0.880189349	2.08E-10	0.055954368	0.635665697	0.260554219	0.061947504
BB_B14	BB_B14	U	NA	NA	NA	NA	up	NA	NA	FALSE	935.6020544	0.400161317	0.002239606	0.6310626	1.34E-06	1.249528716	1.65E-23	0.147615781	0.208927735	0.566709508	8.79E-06
BB_0669	BB_0669	CM	NA	NA	up-DMCs	down	up	NA	NA	FALSE	6173.020817	-0.301576804	0.002306322	-0.25994521	0.008757873	-0.645442695	4.98E-12	0.03713625	0.748568419	-0.349357037	0.000239441
BB_0267	BB_0267	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7583.447047	-0.293339237	0.002409628	-0.164761857	0.112178697	-0.235480184	0.013829951	0.111901122	0.24482962	-0.05576038	0.617646032
BB_0814	panF	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1150.319401	0.320616319	0.002409628	0.158073517	0.178368096	0.023447236	0.865474349	-0.139159841	0.179309794	-0.129651245	0.260138121
BB_0233	rpsT	TL	NA	NA	NA	NA	NA	up	NA	FALSE	2907.756039	0.259820868	0.002823017	0.102257057	0.305858549	0.250777339	0.003049809	-0.146441746	0.102187954	0.136658964	0.136769446
BB_J51	BB_J51	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	690.4895147	0.607222399	0.002823017	1.199927215	8.09E-09	1.7628541	2.33E-18	0.388309414	0.034324568	0.438275385	0.019982499
BB_0205	BB_0205	U	NA	NA	NA	NA	NA	up	NA	FALSE	623.2489856	-0.417677685	0.00288401	-0.269446731	0.064682959	-0.241540419	0.10097134	0.100347023	0.387677101	0.040584103	0.831225097
BB_0397	BB_0397	NA	NA	NA	NA	down	NA	NA	NA	FALSE	733.7839669	-0.315933832	0.002957563	-0.173038498	0.134381076	-0.011160552	0.934752169	0.120592797	0.245787979	0.155270666	0.171459955
BB_0837	uvrA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6069.330858	-0.31121934	0.002972238	-0.627963027	8.91E-10	-1.276054779	3.19E-38	-0.255215751	0.015837628	-0.61910442	1.15E-09
BB_K17	adeC	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	1871.711845	0.658587318	0.003166173	0.828080678	0.000234126	1.459928621	4.66E-11	0.044586187	0.700939336	0.466692884	0.022111539
BB_0402	proS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3361.640746	-0.223017335	0.0032132	-0.362538192	7.97E-07	-0.670357795	1.44E-21	-0.115108539	0.152429329	-0.291126624	8.73E-05
BB_0755	rnz	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1277.803684	-0.319187041	0.003291877	-0.206168702	0.069971719	-0.579023021	4.02E-08	0.092908099	0.385783507	-0.335942305	0.001938773
BB_0597	BB_0597	CM	NA	NA	NA	NA	NA	NA	NA	TRUE	4128.194208	0.232532668	0.003302849	0.07334812	0.429645058	0.123787756	0.129712328	-0.147458632	0.06840653	0.046084449	0.651672001
BB_0834	BB_0834	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6149.156556	-0.330922754	0.003305892	-0.267396719	0.020733251	-0.221695965	0.053650006	0.050027681	0.632346702	0.050560128	0.721560376
BB_0566	BB_0566	U	NA	up	up-nymphs-DMCs	NA	NA	up	up	FALSE	391.5524419	0.610588365	0.003362143	0.499687461	0.016049793	0.990765605	1.71E-06	-0.045459636	0.702136831	0.337137593	0.07290251
BB_0270	BB_0270	CM	NA	NA	NA	down	NA	NA	NA	FALSE	3172.909827	-0.281051424	0.003362573	-0.295597374	0.002084642	-0.632982487	3.65E-12	-0.003389321	0.971237289	-0.308903924	0.001143234
BB_H13	BB_H13	CE	NA	NA	down-DMCs	up	NA	up	NA	FALSE	1906.09559	0.364062533	0.003372445	0.622832538	4.25E-07	0.913982808	1.32E-14	0.180176411	0.120607098	0.246250897	0.04510548
BB_J25	BB_J25	U	NA	NA	up-nymphs-DMCs	NA	NA	NA	up	FALSE	186.6147538	0.7694694	0.003617202	1.19481304	1.32E-05	1.679502342	3.49E-10	0.10500397	0.324437621	0.27014231	0.17768787
BB_0394	nusG	TR	NA	NA	NA	NA	down	down	down	FALSE	5095.256223	-0.268266649	0.003684573	-0.348104986	0.000129763	-0.47221317	7.24E-08	-0.053156737	0.59093705	-0.104896716	0.305719103
BB_0567	BB_0567	NA	NA	up	up-nymphs-DMCs	NA	NA	NA	NA	FALSE	7133.85762	0.399584641	0.003743357	0.365287254	0.008758928	0.637551054	1.88E-06	-0.030369852	0.829629547	0.217897243	0.112258278
BB_J27	BB_J27	TP	NA	NA	up-nymphs-DMCs	NA	NA	down	NA	FALSE	545.3893832	0.638699217	0.003831417	0.670563387	0.002471497	0.917093971	3.02E-05	0.002870897	0.976882678	0.127881135	0.504434788
BB_0289	BB_0289	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3880.712451	-0.260436806	0.004022293	-0.338268278	0.000129763	-0.595537511	2.28E-12	-0.057319408	0.574124007	-0.23353535	0.010287393
BB_0285	BB_0285	CM	NA	NA	NA	down	NA	up	up	FALSE	3249.258633	-0.237264083	0.004067	-0.263105751	0.001080876	-0.089086437	0.322946569	-0.018600441	0.864901424	0.173581758	0.037321283
BB_0693	BB_0693	NA	NA	NA	NA	down	NA	NA	NA	FALSE	3121.057504	-0.26858273	0.004227525	-0.245575296	0.010194122	-0.375796944	3.17E-05	0.025885903	0.829629547	-0.111241511	0.277117151
BB_0157	BB_0157	U	NA	NA	NA	NA	down	NA	NA	FALSE	879.0098156	0.311594817	0.004422503	0.204841777	0.08025752	0.31686617	0.003613751	-0.089479838	0.408438998	0.090806666	0.466493163
BB_0444	BB_0444	MT	NA	NA	NA	NA	NA	down	NA	FALSE	7175.271719	-0.240367101	0.004527188	-0.223952377	0.008758928	-1.062811003	4.16E-42	0.021976039	0.856354163	-0.824331531	1.49E-24
BB_A37	BB_A37	U	NA	up	up-nymphs-DMCs	NA	up	NA	up	FALSE	340.2829532	0.935433419	0.004624278	1.918210645	5.76E-08	2.837414531	1.08E-16	0.468905894	0.048932594	0.614921532	0.026643786
BB_0653	secF	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2320.675363	0.286638822	0.004853805	0.252269387	0.015560263	0.143234058	0.1868273	-0.032974901	0.775508166	-0.108532757	0.336414812
BB_K37	BB_K37	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	953.7483792	0.323650281	0.004962858	0.541085151	1.99E-06	0.722422262	5.18E-11	0.153888147	0.160203554	0.14903467	0.218361629
BB_A42	BB_A42	U	NA	NA	down-DMCs	NA	down	down	down	FALSE	142.8763011	-0.747145764	0.005545949	-0.85390803	0.001934874	-1.758097826	1.28E-09	-0.016504336	0.886537104	-0.636014789	0.015052856
BB_0696	BB_0696	U	NA	NA	NA	NA	down	down	down	FALSE	739.3179948	-0.41154964	0.005563003	-0.435028784	0.003714567	-0.385999157	0.010221579	-0.002998541	0.976882678	0.055819744	0.75651578
BB_K50	BB_K50	CE	S	NA	up-nymphs	up	up	up	up	FALSE	797.4643194	0.477067458	0.005584777	1.089643374	5.09E-10	1.514417438	4.36E-19	0.476538049	0.007297684	0.336365246	0.039347433
BB_A45	BB_A45	U	NA	NA	down-DMCs	NA	down	down	down	FALSE	204.7476727	-0.504508073	0.00568044	-0.614095212	0.001079708	-0.15139997	0.464435098	-0.034815929	0.794185148	0.42117403	0.019487078
BB_0570	BB_0570	CM	NA	NA	NA	NA	NA	down	down	FALSE	2713.60986	0.271041636	0.005694805	0.098687045	0.383792897	0.019738595	0.878965689	-0.153335613	0.111033896	-0.076649605	0.507788675
BB_0443	BB_0443	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4952.607993	-0.20832	0.005743434	-0.222738012	0.002895261	-0.813968023	3.96E-32	-0.006755278	0.938179738	-0.577988706	3.88E-16
BB_J45	BB_J45	CE	NA	NA	up-nymphs	NA	NA	NA	up	FALSE	211.7987156	0.533016473	0.005743434	1.349927186	9.05E-12	1.602166564	9.95E-17	0.668756685	0.001245778	0.169378093	0.330697432
BB_I16	vraA	NA	S	NA	down-DMCs	up	NA	NA	NA	FALSE	841.4774394	0.490088584	0.005916273	-0.015481886	0.942405984	-0.186012112	0.344452528	-0.495078281	0.007305767	-0.130476356	0.451177374
BB_J31	BB_J31	U	NA	NA	up-nymphs	NA	NA	up	up	FALSE	558.3360663	0.531398296	0.006113695	0.710658544	0.000335199	1.4809044	2.53E-14	0.058358587	0.621968191	0.65020921	0.000690923
BB_0221	BB_0221	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1731.724734	-0.277271431	0.006311257	-0.279626245	0.006563543	-0.153724537	0.151861136	0.007488205	0.950845405	0.1257491	0.258584584
BB_0743	BB_0743	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2091.466238	-0.224217647	0.007035354	-0.289135402	0.000365133	-0.394238661	4.49E-07	-0.048464626	0.61059879	-0.091305689	0.330393115
BB_A11	BB_A11	U	NA	NA	NA	NA	down	down	down	FALSE	156.2583941	-0.683883834	0.008156699	-0.396345563	0.099542323	-0.424322149	0.105915518	0.079039535	0.444010555	0.022668064	0.919621981
BB_0836	uvrB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4043.403247	-0.276277144	0.008258396	-0.46882976	3.44E-06	-0.962339971	4.92E-24	-0.14424529	0.154223749	-0.468493862	1.83E-06
BB_B01	BB_B01	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	613.3851358	0.381984631	0.008355215	0.042528436	0.832712754	0.143655575	0.386627771	-0.304691539	0.030336461	0.080264045	0.628721583
BB_0024	BB_0024	U	NA	NA	NA	NA	NA	up	up	FALSE	4163.417712	0.240906797	0.008512935	0.045841633	0.69351564	0.279518254	0.001727082	-0.185232789	0.048932594	0.21681173	0.017773704
BB_0536	BB_0536	PD	P	NA	NA	NA	NA	NA	up	FALSE	3413.276958	0.253421508	0.008802774	0.451206664	1.34E-06	0.486808929	7.01E-08	0.154699628	0.104236586	0.025959273	0.842147628
BB_A34	BB_A34	TP	P	up	up-nymphs-DMCs	down	up	NA	NA	FALSE	321.9687777	0.573798615	0.008820769	1.198826708	2.08E-07	1.82122008	3.23E-16	0.36708468	0.050923391	0.471309827	0.020249828
BB_0174	BB_0174	U	NA	NA	NA	NA	NA	NA	up	FALSE	695.5494944	-0.342690639	0.008930386	-0.226688004	0.102594714	-0.753804921	5.32E-09	0.087321487	0.45094906	-0.477958779	0.000290595
BB_0211	BB_0211	RR	NA	NA	NA	NA	NA	NA	NA	TRUE	1946.954087	-0.327883499	0.009211516	-0.158779479	0.252772334	-0.358857072	0.004172767	0.136155195	0.234739331	-0.165112675	0.206966611
BB_R17	BB_R17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	99.6823025	0.771413863	0.009211516	1.138945531	0.000269981	1.033281719	0.000666439	0.061199315	0.522937524	-0.053484692	0.80373856
BB_A21	BB_A21	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1085.103627	0.276153084	0.009308368	0.460873414	9.43E-06	0.662309527	3.46E-11	0.134480256	0.190176892	0.173173492	0.109381267
BB_J26	BB_J26	TP	NA	NA	up-nymphs-DMCs	NA	NA	down	NA	FALSE	160.0762208	0.65988935	0.010376051	0.996633852	0.000247471	1.221596745	4.76E-06	0.071606399	0.493074722	0.096168947	0.633085221
BB_0382	bmpB	NA	P	NA	NA	NA	NA	NA	NA	TRUE	6181.915239	0.260296548	0.011601776	0.212723195	0.045140667	0.355439003	0.000289231	-0.043613927	0.686478714	0.120782678	0.262022714
BB_K12	BB_K12	NA	S	NA	NA	NA	NA	NA	NA	TRUE	159.5566268	0.643034721	0.011834498	0.693836988	0.007517372	1.053444662	6.35E-05	0.003995882	0.970775197	0.162359689	0.396600259
BB_G01	BB_G01	NA	S	NA	down-DMCs	NA	NA	NA	NA	TRUE	53.91047272	-0.864378422	0.011984941	-1.302789802	0.000601012	-0.698009536	0.039709595	-0.046456641	0.560948215	0.231533702	0.230449886
BB_0068	BB_0068	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4159.844317	-0.245009074	0.012125689	-0.398620759	2.49E-05	-0.60952484	1.74E-11	-0.113483831	0.239300895	-0.187930106	0.057570615
BB_J09	ospD	CE	S	down	down-DMCs	NA	NA	up	NA	FALSE	1070.002745	-0.369957455	0.012125689	-0.525830421	0.00039699	-0.109033337	0.520318128	-0.07543912	0.535618937	0.39795632	0.00633238
BB_0730	pgi	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3359.809622	-0.210647575	0.012158302	-0.155708903	0.078306064	-0.259138304	0.001209876	0.054470339	0.568727319	-0.092963232	0.316758935
BB_M38	erpK	CE	S	up	up-nymphs-DMCs	NA	NA	up	up	FALSE	552.0037114	0.66918154	0.012519834	1.478272919	4.05E-07	2.425669175	1.17E-17	0.407539055	0.053553108	0.740827282	0.004692332
BB_0777	apt	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	1372.880746	0.332867631	0.013092743	0.137496754	0.358988648	-0.025415437	0.885408812	-0.153084111	0.190176892	-0.151290756	0.271615304
BB_0636	zwf	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2581.977287	-0.247251812	0.013180693	-0.262476243	0.00844363	-0.469154184	6.51E-07	-0.0031854	0.973863374	-0.180478419	0.076914754
BB_0647	bosR	TR	NA	NA	NA	NA	NA	up	up	FALSE	839.044335	0.314920727	0.013229919	0.301481582	0.020519389	0.723608094	2.45E-09	-0.018232081	0.887739174	0.374653135	0.002412145
BB_0776	BB_0776	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	2223.068154	0.303787988	0.013233558	0.221914552	0.08511275	0.356616145	0.002962217	-0.067475012	0.560948215	0.106726779	0.422947292
BB_A47	BB_A47	U	NA	NA	down-DMCs	NA	down	down	down	FALSE	74.76356149	-0.617242231	0.013252121	-0.966535998	0.000375652	-1.004891331	0.000198626	-0.072827709	0.4765972	-0.00415351	0.98780188
BB_0613	lon	PD	NA	NA	NA	NA	down	down	down	FALSE	15967.06106	-0.230204738	0.013578545	-0.480238745	5.92E-08	-1.096555162	2.00E-38	-0.210199119	0.024606139	-0.59224172	9.98E-12
BB_0719	mrdB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1245.489054	-0.261564172	0.013690705	-0.002840837	0.988501388	-0.268812048	0.010799168	0.244699424	0.02170826	-0.24776981	0.018568708
BB_0819	BB_0819	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	862.9092282	-0.276951934	0.013690705	-0.163141023	0.183324366	-0.167518985	0.158856567	0.095450301	0.3745369	0.004108485	0.981164307
BB_0640	BB_0640	TP	NA	NA	NA	NA	NA	down	down	FALSE	221.6185038	-0.488160468	0.013744792	-0.024720705	0.926239378	-0.27780549	0.196725226	0.418111378	0.030134858	-0.186487149	0.307492602
BB_0808	BB_0808	U	NA	NA	NA	NA	NA	NA	NA	TRUE	773.1550203	-0.285709634	0.014022958	-0.207119277	0.094996238	-0.597826632	1.30E-07	0.066021779	0.558741538	-0.352301483	0.002445173
BB_L36	BB_L36	U	NA	NA	NA	up	NA	NA	NA	FALSE	172.5607482	0.695779122	0.014494951	1.36544176	1.32E-05	1.768615097	7.09E-09	0.15408316	0.172106552	0.175955902	0.365154345
BB_0722	BB_0722	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	811.4885704	-0.310429731	0.014553752	-0.332138192	0.009874925	-0.7480667	1.59E-09	-0.003415859	0.973863374	-0.364319017	0.004108579
BB_0341	BB_0341	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4288.297778	-0.252539045	0.015041939	-0.211316397	0.051666062	-0.630497332	8.46E-11	0.040712806	0.714029028	-0.39178653	8.51E-05
BB_0271	flhA	NA	NA	NA	NA	down	NA	NA	NA	FALSE	9406.583905	-0.206487081	0.015382917	-0.261836722	0.001599066	-0.492440027	2.50E-10	-0.041263693	0.694372125	-0.213446288	0.01088385
BB_0823	BB_0823	CE	S	NA	NA	NA	up	up	up	FALSE	1449.001554	0.251918635	0.015715161	0.281296181	0.008758928	0.091460207	0.417461996	0.00660811	0.94428019	-0.176155408	0.101900365
BB_0764	BB_0764	TR	NA	NA	NA	NA	NA	NA	NA	TRUE	271.167876	-0.450519219	0.016011831	-0.096358756	0.64908158	-0.421382749	0.032642742	0.264184278	0.09081622	-0.240069306	0.173981272
BB_A03	BB_A03	CE	P	down	down-DMCs	NA	up	up	NA	FALSE	9343.527372	0.206074855	0.016138877	0.333377986	4.30E-05	0.354996378	6.44E-06	0.097270382	0.243703344	0.013636751	0.909765011
BB_0493	BB_0493	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5514.127993	-0.234943935	0.016405264	-0.375200213	7.10E-05	-0.875247338	7.61E-23	-0.102349713	0.289334712	-0.479004383	2.19E-07
BB_0590	ksgA	TL	NA	NA	NA	NA	up	up	up	FALSE	623.7614931	-0.338523117	0.016405264	-0.252674359	0.091151033	0.297603864	0.041642684	0.062196451	0.597648833	0.555620607	9.07E-05
BB_0683	BB_0683	MT	NA	NA	NA	down	down	down	NA	FALSE	6439.021728	-0.213288201	0.016411528	-0.380215651	8.63E-06	-0.7589174	1.42E-20	-0.130449952	0.140264561	-0.360480823	3.09E-05
BB_0767	murG	CD	NA	NA	NA	NA	NA	NA	NA	TRUE	706.4998758	-0.31232875	0.0172124	-0.041505883	0.819987322	-0.385803643	0.003506883	0.244176591	0.053551004	-0.311355401	0.018044587
BB_0632	recD	RR	NA	NA	NA	NA	NA	NA	NA	TRUE	431.5762227	-0.386552624	0.017243847	0.104129415	0.580275806	-0.823898119	7.09E-07	0.515843251	0.003513864	-0.935777484	3.92E-08
BB_0691	fusA	TL	NA	NA	NA	NA	NA	NA	NA	TRUE	16306.41431	0.201646175	0.017652041	-0.095912467	0.297845957	0.160542852	0.0457906	-0.281662395	0.000595431	0.25048663	0.001341652
BB_0374	BB_0374	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3313.155399	-0.2416674	0.01780943	-0.135443714	0.224036131	0.084403302	0.459134089	0.093180448	0.358856451	0.211457978	0.036245311
BB_0797	mutS	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	5804.373807	0.279780644	0.018845399	0.367413163	0.001859839	0.839596317	4.31E-14	0.050062163	0.676423044	0.431496115	0.000143535
BB_A10	BB_A10	U	NA	NA	NA	NA	down	down	down	FALSE	150.6917349	-0.492538803	0.019613059	-0.10411473	0.646716042	0.001431949	0.995003049	0.25491729	0.102898327	0.088903481	0.656237038
BB_0298	BB_0298	NA	P	NA	NA	down	NA	NA	NA	FALSE	1128.525366	-0.247629178	0.020502339	-0.201899722	0.069953464	-0.509651052	5.24E-07	0.043268261	0.707741065	-0.277968694	0.008916799
BB_M27	BB_M27	CE	S	up	up-nymphs-DMCs	up	up	NA	up	FALSE	152.7156083	0.664027364	0.020833796	1.142385861	0.00034962	2.56468739	7.79E-16	0.076931177	0.408538937	1.194460268	0.000106016
BB_0656	BB_0656	MT	NA	NA	NA	NA	NA	up	up	FALSE	407.9349937	0.370875783	0.021594146	0.973674611	3.46E-09	1.373019898	7.17E-18	0.483439842	0.004431272	0.320284664	0.038469979
BB_0403	BB_0403	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	801.9159819	-0.283356144	0.021875082	-0.337964752	0.00740695	-0.627061897	1.80E-07	-0.018734821	0.869172098	-0.245817877	0.049743659
BB_0080	BB_0080	TR	NA	NA	NA	NA	NA	NA	NA	TRUE	220.2465171	-0.392973434	0.022062001	-0.046999675	0.833109641	-0.782450081	1.28E-05	0.292811231	0.062694196	-0.690707529	0.000144535
BB_0020	BB_0020	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	10521.97668	0.21018861	0.022954502	0.073134356	0.493931435	0.524211164	3.71E-10	-0.123146458	0.17216422	0.430676886	3.37E-07
BB_A48	BB_A48	U	NA	NA	NA	NA	down	down	down	FALSE	98.01942943	-0.524473618	0.023746174	-0.608063098	0.012993038	-0.499845821	0.045744677	-0.010465667	0.922149108	0.083630082	0.682509947
BB_A36	BB_A36	CE	S	up	up-nymphs-DMCs	NA	up	up	NA	FALSE	3006.289163	0.629716804	0.024624641	1.346647602	2.49E-05	2.604051102	1.52E-16	0.150722917	0.166844498	1.032401844	0.000727743
BB_0686	mvaD	MT	NA	NA	NA	NA	down	down	down	FALSE	1588.682917	-0.249553486	0.024701228	-0.492821197	3.44E-06	-1.194315122	5.74E-31	-0.189223901	0.074393731	-0.667801915	4.64E-10
BB_0633	recB	RR	NA	NA	NA	NA	NA	NA	NA	TRUE	906.6864887	-0.35343806	0.024908389	-0.036881195	0.866686775	-0.571189255	0.000321864	0.276362932	0.058193553	-0.492484853	0.00176235
BB_0695	rpsP	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	612.4572266	-0.291622203	0.024908389	-0.350262452	0.007613958	-0.142329944	0.322656352	-0.025836011	0.848424085	0.198199075	0.13481675
BB_0114	BB_0114	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2042.807985	-0.205450491	0.02518187	-0.394626439	6.64E-06	-0.474427423	2.26E-08	-0.152816729	0.093772805	-0.065552932	0.546555298
BB_0419	BB_0419	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1286.164676	-0.20109927	0.025568051	-0.270578559	0.002096673	-0.734335668	2.76E-18	-0.049598644	0.61815945	-0.439083644	5.86E-07
BB_O01	BB_O01	U	NA	NA	NA	up	NA	down	down	FALSE	178.4070655	-0.525787558	0.025733195	0.062421754	0.816210457	-0.180152028	0.506962902	0.620778179	0.014167871	-0.175422898	0.36127512
BB_0311	BB_0311	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	526.8956784	0.313000568	0.025938618	0.260003464	0.078377713	0.511811032	0.000226849	-0.043294014	0.734509573	0.198316777	0.161520041
BB_0472	murA	CD	NA	NA	NA	NA	NA	down	NA	FALSE	1673.531629	-0.198562989	0.027196674	-0.04848285	0.632324945	-0.565025202	1.02E-11	0.134660054	0.132617726	-0.497457673	4.93E-09
BB_0724	BB_0724	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1255.427859	-0.261547017	0.027250865	-0.306946026	0.010696939	-0.430895438	0.000198626	-0.017627559	0.889112656	-0.095723906	0.470345384
BB_0017	BB_0017	CE	NA	NA	NA	NA	up	up	NA	FALSE	437.5252147	0.331327271	0.027507711	0.360737158	0.019377763	0.796853754	6.62E-08	0.003921139	0.971237289	0.359561461	0.01395725
BB_0665	BB_0665	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1782.019851	-0.23817547	0.028101006	-0.427950395	4.81E-05	-0.394281066	0.000126048	-0.136833082	0.185648225	0.037472613	0.799461363
